,hoursown,hourslease,totalhours
825,8478.02,0,8478.02
826,3873.96,0,3873.96
827,3254.0,0,3254.0
828,49162.43,0,49162.43
829,3565.55,0,3565.55
830,1790.64,0,1790.64
831,47.2,0,47.2
832,1768.61,0,1768.61
833,2083.31,0,2083.31
834,10394.54,0,10394.54
835,19649.87,0,19649.87
836,5060.38,0,5060.38
837,1542.03,0,1542.03
838,1998.34,0,1998.34
839,8600.75,0,8600.75
840,3726.05,0,3726.05
841,6035.95,0,6035.95
842,3235.12,0,3235.12
843,1916.52,0,1916.52
844,43164.25,0,43164.25
845,2879.5,0,2879.5
846,5607.95,0,5607.95
847,47.2,0,47.2
848,2788.24,0,2788.24
849,8817.89,0,8817.89
850,17003.24,0,17003.24
851,37144.04,0,37144.04
852,6168.12,0,6168.12
853,2231.22,0,2231.22
854,2835.45,0,2835.45
855,11234.79,0,11234.79
856,6954.87,0,6954.87
857,11574.67,0,11574.67
858,5705.51,0,5705.51
859,2407.46,0,2407.46
860,75021.33,0,75021.33
861,2202.9,0,2202.9
862,3209.94,292,3501.94
863,47.2,0,47.2
864,2432.63,182,2614.63
865,4377.48,0,4377.48
866,16159.84,1068,17227.84
867,28430.0,1542,29972.0
868,9003.57,0,9003.57
869,1951.14,0,1951.14
870,2907.83,0,2907.83
871,13862.54,0,13862.54
872,5063.52,0,5063.52
873,10942.12,616,11558.12
874,4135.16,140,4275.16
875,2939.3,16,2955.3
876,65372.63,2314,67686.63
877,2184.02,0,2184.02
878,1176.98,0,1176.98
879,47.2,0,47.2
880,1642.73,0,1642.73
881,2369.69,0,2369.69
882,6740.87,0,6740.87
883,14161.5,0,14161.5
884,3996.69,0,3996.69
885,1708.82,0,1708.82
886,2023.52,0,2023.52
887,7729.03,0,7729.03
888,3726.05,0,3726.05
889,3958.93,0,3958.93
890,3040.0,0,3040.0
891,6917.11,0,6917.11
892,31.47,0,31.47
893,39564.08,0,39564.08
894,3301.2,266,3567.2
895,3030.56,0,3030.56
896,47.2,0,47.2
897,1790.64,0,1790.64
898,1756.03,0,1756.03
899,11338.64,0,11338.64
900,21264.28,266,21530.28
901,5438.02,0,5438.02
902,1271.39,0,1271.39
903,1167.54,0,1167.54
904,7876.94,0,7876.94
905,4314.54,0,4314.54
906,9884.73,138,10022.73
907,3021.12,0,3021.12
908,3653.67,0,3653.67
909,2429.48,0,2429.48
910,52444.76,404,52848.76
911,3279.17,0,3279.17
912,2316.19,0,2316.19
913,47.2,0,47.2
914,2341.37,0,2341.37
915,2268.99,76,2344.99
916,7961.91,216,8177.91
917,18214.84,292,18506.84
918,4390.06,0,4390.06
919,1315.45,0,1315.45
920,2250.1,0,2250.1
921,7955.62,0,7955.62
922,4182.36,0,4182.36
923,6681.08,0,6681.08
924,2552.22,0,2552.22
925,7555.95,0,7555.95
926,2284.72,0,2284.72
927,49426.78,292,49718.78
928,2187.16,0,2187.16
929,786.75,0,786.75
930,47.2,0,47.2
931,1853.58,0,1853.58
932,2206.05,0,2206.05
933,5815.66,0,5815.66
934,12896.41,0,12896.41
935,4862.12,0,4862.12
936,1825.26,0,1825.26
937,1343.77,0,1343.77
938,8031.14,0,8031.14
939,4440.42,0,4440.42
940,3461.7,0,3461.7
941,2272.13,0,2272.13
942,5957.27,0,5957.27
943,2026.67,0,2026.67
944,39085.74,0,39085.74
945,1913.38,0,1913.38
946,1627.0,0,1627.0
947,47.2,0,47.2
948,1988.9,40,2028.9
949,833.96,0,833.96
950,6901.37,0,6901.37
951,13311.81,40,13351.81
952,3480.58,0,3480.58
953,1025.92,0,1025.92
954,1255.65,0,1255.65
955,5762.16,0,5762.16
956,1935.4,0,1935.4
957,6501.7,320,6821.7
958,2398.01,0,2398.01
959,840.25,0,840.25
960,31.47,312,343.47
961,30780.81,672,31452.81
962,2341.37,0,2341.37
963,2086.46,0,2086.46
964,47.2,0,47.2
965,1359.5,0,1359.5
966,2026.67,0,2026.67
967,8065.76,0,8065.76
968,15926.97,0,15926.97
969,2646.63,0,2646.63
970,1671.06,0,1671.06
971,1516.85,0,1516.85
972,5834.54,0,5834.54
973,3707.17,0,3707.17
974,6312.88,0,6312.88
975,1922.82,0,1922.82
976,1523.15,0,1523.15
977,35598.86,0,35598.86
978,2089.61,0,2089.61
979,2051.84,0,2051.84
980,47.2,0,47.2
981,1258.8,0,1258.8
982,3225.68,0,3225.68
983,9217.56,322,9539.56
984,17890.7,322,18212.7
985,4509.65,0,4509.65
986,1859.88,0,1859.88
987,1630.15,0,1630.15
988,7999.67,0,7999.67
989,4865.26,0,4865.26
990,5866.01,0,5866.01
991,3219.38,0,3219.38
992,3099.8,0,3099.8
993,1787.5,0,1787.5
994,44728.31,322,45050.31
995,3276.03,0,3276.03
996,1261.95,0,1261.95
997,47.2,0,47.2
998,1686.79,0,1686.79
999,2121.08,0,2121.08
1000,8122.41,0,8122.41
1001,16515.46,0,16515.46
1002,2863.77,0,2863.77
1003,1793.79,0,1793.79
1004,1992.05,0,1992.05
1005,6649.61,0,6649.61
1006,4563.15,0,4563.15
1007,5976.15,0,5976.15
1008,2854.33,0,2854.33
1009,31.47,0,31.47
