Store ID,City,Store Number,Country,Department Name,hoursown,hourslease,Total Workers' Hours,Units Sold,Turnover (USD),Area ($m^2$),Opening Scheme,Hours Per Month,Date
73949,Leicester,Unique,United Kingdom,Food,19800.92,324,20124.92,3861445.0,14032338.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,Clothing,5104.43,0,5104.43,235375.0,1752483.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,Household,1450.77,0,1450.77,52015.0,311598.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,Hardware,874.87,0,874.87,53330.0,453528.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,Non Food,7430.07,0,7430.07,340720.0,251709.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,Admin,3801.58,0,3801.58,20.0,1648013.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,Checkout,9655.0,186,9841.0,4202165.0,16549947.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,Customer Services,2586.83,0,2586.83,20.0,1648013.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,Delivery,3634.78,0,3634.78,437630.0,1610880.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,others,2152.55,0,2152.55,20.0,1648013.0,Small,Type B,342,October 2016
73949,Leicester,Unique,United Kingdom,all,49061.73,510,49571.73,4202165.0,16549947.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Dry,3773.25,0,3773.25,465035.0,1659288.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Frozen,1633.29,0,1633.29,93235.0,57204.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,other,47.2,0,47.2,489115.0,767496.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Fish,1988.9,0,1988.9,343925.0,655371.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Fruits & Vegetables,2105.34,0,2105.34,155465.0,351723.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Meat,7168.87,0,7168.87,1413965.0,5834997.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Food,16716.86,0,16716.86,2960740.0,9841479.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Clothing,4097.39,0,4097.39,204515.0,1653018.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Household,1749.73,0,1749.73,51965.0,290823.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Hardware,1970.02,0,1970.02,45020.0,375876.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Non Food,7817.15,0,7817.15,301500.0,2319717.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Admin,5110.73,0,5110.73,25.0,1648029.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Checkout,6209.03,0,6209.03,3262240.0,12161196.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Customer Services,3115.53,0,3115.53,25.0,1648029.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,Delivery,7209.78,246,7455.78,843615.0,2204589.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,others,2017.23,0,2017.23,25.0,1648029.0,Small,Type B,342,October 2016
18808,London,II,United Kingdom,all,48196.3,246,48442.3,3262240.0,12161196.0,Small,Type B,342,October 2016
71991,Warsaw,I,Poland,Dry,1963.73,0,1963.73,363010.0,1220469.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Frozen,978.72,0,978.72,57840.0,31590.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,other,47.2,0,47.2,350710.0,543843.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Fish,1696.23,0,1696.23,225950.0,436104.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Fruits & Vegetables,1916.52,0,1916.52,137900.0,244293.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Meat,4132.01,0,4132.01,926260.0,3093915.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Food,10734.42,0,10734.42,2061670.0,5854584.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Clothing,5132.76,0,5132.76,163225.0,1421565.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Household,1438.18,0,1438.18,40755.0,238281.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Hardware,531.84,0,531.84,53435.0,416229.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Non Food,7102.78,0,7102.78,257415.0,207075.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Admin,3634.78,0,3634.78,30.0,1648045.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Checkout,3490.02,0,3490.02,2319085.0,7930659.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Customer Services,2124.22,0,2124.22,30.0,1648045.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,Delivery,6294.0,0,6294.0,581385.0,2152989.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,others,1708.82,0,1708.82,30.0,1648045.0,Small,Type A,382,October 2016
71991,Warsaw,I,Poland,all,35089.05,0,35089.05,2319085.0,7930659.0,Small,Type A,382,October 2016
86208,Warsaw,II,Poland,Dry,1866.17,0,1866.17,291855.0,1088295.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Frozen,1560.91,0,1560.91,78975.0,409440.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,other,47.2,0,47.2,361025.0,532497.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Fish,1642.73,0,1642.73,272195.0,437895.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Fruits & Vegetables,1249.36,0,1249.36,125760.0,269742.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Meat,5677.19,0,5677.19,965090.0,3335847.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Food,12043.57,0,12043.57,2094900.0,73716.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Clothing,2816.56,0,2816.56,152415.0,1411821.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Household,956.69,0,956.69,42195.0,234666.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Hardware,1365.8,0,1365.8,41235.0,371061.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Non Food,5139.05,0,5139.05,235845.0,2017548.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Admin,1545.18,0,1545.18,35.0,1648061.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Checkout,5563.9,200,5763.9,2330745.0,8091264.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Customer Services,2567.95,214,2781.95,35.0,1648061.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,Delivery,1435.03,124,1559.03,229405.0,614721.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,others,31.47,0,31.47,35.0,1648061.0,Small,Type B,354,October 2016
86208,Warsaw,II,Poland,all,28326.15,538,28864.15,2330745.0,8091264.0,Small,Type B,354,October 2016
23623,Poznan,Unique,Poland,Dry,2482.98,0,2482.98,478610.0,1811124.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Frozen,2206.05,0,2206.05,94495.0,528216.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,other,47.2,0,47.2,552135.0,831594.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Fish,1211.6,0,1211.6,309200.0,526554.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Fruits & Vegetables,2423.19,0,2423.19,211835.0,433497.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Meat,7697.56,0,7697.56,1747845.0,9478086.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Food,16068.58,0,16068.58,3394120.0,1309071.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Clothing,3288.62,0,3288.62,188120.0,108657.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Household,1441.33,0,1441.33,49060.0,234051.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Hardware,1447.62,0,1447.62,52030.0,374298.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Non Food,6177.56,0,6177.56,289210.0,2217006.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Admin,3609.61,0,3609.61,40.0,1648077.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Checkout,6611.85,0,6611.85,3683330.0,1582077.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,Customer Services,1982.61,0,1982.61,40.0,1648077.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,others,1526.3,0,1526.3,40.0,1648077.0,Small,Type A,382,October 2016
23623,Poznan,Unique,Poland,all,36514.64,0,36514.64,3683330.0,1582077.0,Small,Type A,382,October 2016
19769,Krakow,Unique,Poland,Dry,2398.01,0,2398.01,511825.0,1824675.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Frozen,1727.7,0,1727.7,103060.0,543321.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,other,47.2,0,47.2,586860.0,807081.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Fish,1475.94,0,1475.94,327430.0,580704.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Fruits & Vegetables,3515.2,0,3515.2,232645.0,46020.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Meat,7782.53,130,7912.53,1794550.0,9855219.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Food,16946.6,130,17076.6,3556370.0,14077020.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Clothing,4465.59,0,4465.59,207540.0,1885902.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Household,1674.2,0,1674.2,56610.0,303327.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Hardware,1195.86,0,1195.86,42100.0,338625.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Non Food,7335.66,0,7335.66,306250.0,2527854.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Admin,5006.88,0,5006.88,45.0,1648093.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Checkout,6508.0,0,6508.0,3862620.0,1604874.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Customer Services,2876.36,0,2876.36,45.0,1648093.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,Delivery,2895.24,0,2895.24,465450.0,1466886.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,others,1796.94,0,1796.94,45.0,1648093.0,Medium,Type A,382,October 2016
19769,Krakow,Unique,Poland,all,43365.66,130,43495.66,3862620.0,1604874.0,Medium,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Dry,2964.47,0,2964.47,392560.0,1527234.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Frozen,1762.32,0,1762.32,83780.0,445008.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,other,47.2,0,47.2,414080.0,572946.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Fish,1406.71,0,1406.71,232125.0,413961.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Fruits & Vegetables,1954.29,0,1954.29,173950.0,370719.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Meat,8500.05,0,8500.05,1760825.0,10023513.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Food,16635.04,0,16635.04,3057320.0,13353381.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Clothing,3244.56,0,3244.56,166735.0,1390467.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Household,1306.01,0,1306.01,39410.0,208956.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Hardware,2061.28,0,2061.28,32040.0,261039.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Non Food,6611.85,0,6611.85,238185.0,180462.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Admin,5013.17,0,5013.17,50.0,1648109.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Checkout,6564.64,0,6564.64,3295505.0,15213843.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,Customer Services,2589.98,0,2589.98,50.0,1648109.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,others,31.47,0,31.47,50.0,1648109.0,Small,Type A,382,October 2016
15552,Amsterdam,Unique,The Netherlands,all,37446.15,0,37446.15,3295505.0,15213843.0,Small,Type A,382,October 2016
95434,Den Haag,Unique,The Netherlands,Dry,2914.12,0,2914.12,667785.0,2416566.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Frozen,2407.46,0,2407.46,88195.0,493581.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,other,47.2,0,47.2,624085.0,1047645.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Fish,1022.78,0,1022.78,391325.0,711483.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Fruits & Vegetables,1759.17,0,1759.17,213155.0,47016.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Meat,8298.64,0,8298.64,2155475.0,10217331.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Food,16449.37,0,16449.37,4140020.0,15362622.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Clothing,5601.66,0,5601.66,247650.0,210282.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Household,2127.37,0,2127.37,58615.0,27960.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Hardware,2158.84,0,2158.84,63985.0,554325.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Non Food,9887.87,0,9887.87,370250.0,2994267.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Admin,5589.07,0,5589.07,55.0,1648124.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Checkout,6781.78,0,6781.78,4510270.0,18356889.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Customer Services,5472.63,0,5472.63,55.0,1648124.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,Delivery,5186.26,0,5186.26,529600.0,1740627.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,others,1803.23,0,1803.23,55.0,1648124.0,Small,Type B,366,October 2016
95434,Den Haag,Unique,The Netherlands,all,51170.22,0,51170.22,4510270.0,18356889.0,Small,Type B,366,October 2016
93033,Rotterdam,Unique,The Netherlands,Dry,2785.1,0,2785.1,428475.0,1715685.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Frozen,1611.26,0,1611.26,78580.0,445098.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,other,47.2,0,47.2,380905.0,573381.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Fish,1422.44,0,1422.44,234735.0,434904.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Fruits & Vegetables,2262.69,0,2262.69,181455.0,362778.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Meat,10740.71,0,10740.71,1684675.0,8688264.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Food,18869.41,0,18869.41,2988825.0,12220110.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Clothing,3943.19,0,3943.19,183610.0,1611792.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Household,1346.92,0,1346.92,49450.0,248172.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Hardware,1623.85,0,1623.85,46905.0,361035.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Non Food,6913.96,0,6913.96,279965.0,2220999.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Admin,3562.4,0,3562.4,60.0,1648140.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Checkout,6407.29,0,6407.29,3268790.0,14441109.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Customer Services,2102.2,0,2102.2,60.0,1648140.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,Delivery,2826.01,0,2826.01,335630.0,1275486.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,others,31.47,0,31.47,60.0,1648140.0,Small,Type A,382,October 2016
93033,Rotterdam,Unique,The Netherlands,all,40712.74,0,40712.74,3268790.0,14441109.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Dry,3153.29,0,3153.29,356635.0,1391514.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Frozen,1381.53,0,1381.53,71055.0,340404.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,other,47.2,0,47.2,381620.0,570252.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Fish,830.81,0,830.81,228915.0,417330.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Fruits & Vegetables,1951.14,0,1951.14,172250.0,293781.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Meat,5705.51,0,5705.51,1670405.0,8428599.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Food,13069.49,0,13069.49,2880880.0,11441880.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Clothing,5730.69,0,5730.69,176735.0,1635663.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Household,2363.4,0,2363.4,52645.0,286221.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Hardware,2206.05,0,2206.05,45505.0,363876.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Non Food,10300.13,0,10300.13,274885.0,228570.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Admin,3332.67,0,3332.67,65.0,1648156.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Checkout,6898.22,0,6898.22,3155765.0,13727640.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,Customer Services,2017.23,0,2017.23,65.0,1648156.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,others,31.47,0,31.47,65.0,1648156.0,Small,Type A,382,October 2016
85321,Groningen,Unique,The Netherlands,all,35649.22,0,35649.22,3155765.0,13727640.0,Small,Type A,382,October 2016
38560,Prague,I,Czech Republic,Dry,2275.28,0,2275.28,429580.0,1614990.0,Small,Type A,382,October 2016
38560,Prague,I,Czech Republic,Frozen,1885.05,0,1885.05,96245.0,575613.0,Small,Type A,382,October 2016
38560,Prague,I,Czech Republic,other,47.2,0,47.2,390445.0,623241.0,Small,Type A,382,October 2016
